depth,mag,nst,gap,dmin,rms,horizontalError,depthError,lon_sin,lon_cos,lat_sin,lat_cos
,5.1,54.0,59.0,0.793,1.13,5.36,1.823,-0.23467897142140748,0.97207292955446,-0.1404796073646174,0.9900835721870568
13.482,5.0,97.0,84.0,4.254,1.03,7.05,3.696,0.40288566944647003,-0.915250314042377,0.7542594023880946,0.6565765407849677
,5.4837,44.0,74.0,24.751,0.57,12.2,1.846,-0.23254579810516127,0.9725854470346724,-0.7372938443729505,0.6755721923301428
147.96,5.8,310.0,29.0,0.938,0.84,8.05,3.936,-0.9993009378402177,-0.03738496531577215,0.2645143937534509,0.9643817374345308
,5.136,35.0,74.0,6.226,0.73,6.91,1.859,-0.24829090890011893,0.9686855137543623,-0.24527692973386037,0.969453055975549
139.7,5.2519,67.0,58.0,2.577,0.68,8.11,6.961,0.768734682248782,-0.6395678136897323,-0.12381969894080332,0.9923047325062039
,5.3,58.0,168.0,20.349,0.69,14.2,1.938,-0.9459422349331817,-0.3243351479097156,-0.1579098981051246,0.9874535250230408
263.0,5.6,111.0,23.0,3.318,1.06,8.34,1.881,-0.08928543441380057,-0.9960060799018944,-0.26459855092896967,0.9643586505270171
69.43339538574219,6.0,225.0,13.68206787109375,0.4702050685882568,1.1860668337291744,0.0,1.437951922416687,-0.48860915874353184,-0.8725027736299399,0.8793954196228876,0.4760921086788621
17.0,6.6,176.0,41.0,2.936,0.94,3.58,1.828,0.9945494087545645,-0.10426635864911647,0.04810539044101214,0.9988422655307082
,5.136,85.0,90.0,2.822,0.84,9.28,1.828,0.9928092491584242,-0.11970712086374029,0.012874938165147887,0.9999171145486228
,5.2,77.0,60.0,3.237,0.69,10.26,1.782,0.15730666764732798,-0.9875498024472958,-0.38445322500583756,0.9231444728657648
91.783,5.136,116.0,121.0,0.932,0.54,8.02,5.971,0.5841561751498793,-0.8116412773105268,0.675128116808275,0.7377004987763748
,5.136,61.0,64.0,2.038,0.73,9.31,1.435,-0.11266388890055233,-0.9936331557158326,-0.2596534484158342,0.9657018622358382
66.444,5.0,120.0,45.0,0.21,0.73,5.56,3.308,-0.20585406903265419,-0.9785827007783753,0.8001884314353608,0.5997486758609951
80.076,5.4,110.0,38.0,0.84,0.54,6.73,4.976,0.8081996143734097,-0.5889086375038762,0.11126252998953727,0.99379104917499
,5.4,186.0,51.0,1.609,0.48,6.17,1.816,0.7535874858566445,-0.657347625811687,0.5450312621020736,0.8384157222592028
53.611,5.136,149.0,123.0,0.973,0.67,8.65,6.316,0.3496073373545635,-0.9368963174587956,0.7903272068402796,0.6126849974726343
38.797,5.3,194.0,92.0,1.022,0.72,8.58,5.838,0.34802560899206647,-0.9374850268061359,0.7901282685082897,0.6129415300859391
,5.136,31.0,123.0,5.111,1.23,7.61,1.902,-0.01984658113835788,-0.9998030372113892,-0.5445585259106882,0.8387228456754819
,5.3,212.0,40.0,13.303,0.52,10.05,1.806,-0.6026816629100564,0.797981712316748,0.13077190468487523,0.9914124817375913
3.0,5.4,0.0,,,1.07,14.2,1.973,0.6517278316485576,0.7584529210535546,0.23493854091090174,0.972010227309701
3.0,5.5,0.0,,,1.01,6.36,1.844,0.6517278316485576,0.7584529210535546,0.23493854091090174,0.972010227309701
,5.5,115.0,92.0,0.471,1.0,3.75,1.877,-0.05205534126885134,-0.9986442016280791,0.7805547948795758,0.6250873636464773
,5.3,62.0,93.0,3.5,1.07,8.74,1.858,0.9948628793437387,-0.10123167144666505,0.23106023090582,0.9729394481126507
,5.3,76.0,33.0,3.435,1.19,6.96,1.838,0.7817882637031836,-0.6235439926227831,0.022607069018805926,0.9997444275565526
10.998,5.1,159.0,108.0,0.898,0.65,5.24,3.743,-0.9946818057801278,0.10299565646173749,0.15370330600023507,0.9881170445471519
12.0,5.6,119.0,57.0,3.363,0.76,8.18,1.744,0.36556081033453536,-0.930787459062249,0.7622798640327146,0.6472475638349411
515.967,5.6,93.0,30.0,6.68,0.67,11.35,7.48,0.027974152613123325,-0.9996086468141308,-0.4106138224410438,0.9118093489432728
11.0,5.5,108.0,100.0,2.167,0.68,4.4,1.846,0.5948185777585077,-0.8038599750910268,0.638559651534004,0.7695723302151471
27.0,5.4,115.0,49.0,4.83,0.89,7.89,1.88,0.9999555212881929,-0.009431619439861871,0.4044681024506721,0.9145521057326108
125.124,5.1,96.0,58.0,1.352,0.6,7.14,5.725,0.821025675601746,-0.5708912681086448,0.43256418234554805,0.9016031433794623
36.581,5.136,39.0,34.0,4.616,1.08,10.28,6.634,0.26531380549922773,-0.9641621153164638,-0.20029824285598924,0.9797349712594744
126.91,5.4,52.0,127.0,8.65,1.32,11.38,6.229,-0.06240033244612829,-0.9980512003452592,-0.4277286390348974,0.9039071917787547
130.856,5.8,186.0,34.0,1.701,0.8,7.61,6.384,0.7836880367590455,-0.621154619270237,-0.06479704305957723,0.9978984633772793
132.062,5.2519,70.0,86.0,3.581,0.75,6.36,6.255,0.7972458559784746,-0.6036547400005646,0.026771896966049348,0.9996415685298602
101.526,5.2519,36.0,93.0,6.486,0.87,12.51,7.728,-0.02117100732186938,-0.9997758691071601,-0.5227961604415265,0.8524577260061625
46.851,5.136,74.0,45.0,7.234,0.47,9.67,2.599,-0.42752196020501637,0.9040049632288865,-0.8473268282326722,0.531071790021989
,5.0,75.0,101.0,2.439,1.06,8.47,1.799,-0.9673394624798981,0.25348444593130737,-0.6147560969834615,0.7887172758483618
,5.136,64.0,135.0,2.413,0.98,6.93,1.849,0.5955506969692245,-0.8033177250250806,0.6322456833441342,0.7747679626137808
122.292,5.0,67.0,92.0,3.959,0.97,11.02,7.323,-0.8892791139592418,0.45736490625742793,0.1896027147477384,0.9818608916543564
,5.4,96.0,84.0,0.93,0.82,5.6,1.753,-0.9945484988210661,0.10427503772602467,0.15307552441674693,0.9882144928225541
,5.3,244.0,31.0,7.906,0.55,8.21,1.719,0.9117362355507581,0.4107761395014716,-0.20758731336414102,0.9782164930782234
17.622,5.2,107.0,50.0,1.939,0.63,6.93,4.118,0.5987901839131939,-0.8009059343326177,0.6396255047790367,0.7686866810581295
124.311,5.2,75.0,127.0,0.769,0.92,7.68,5.919,-0.9981639846476291,0.06056946220966084,0.20951446194122603,0.9778055482750538
110.485,5.3,150.0,22.0,3.434,1.14,7.0,4.948,0.8284300272520175,-0.560092572658504,0.0015044732476711081,0.9999988682794831
,5.2519,43.0,103.0,6.662,0.82,10.86,1.886,0.34877161503049103,-0.9372077467397626,-0.8757343062466852,0.4827933562743349
,5.136,76.0,86.0,16.242,0.5,9.33,1.84,-0.9596783212593659,-0.28110055087958336,-0.19164157227570514,0.9814649804122895
,5.2,64.0,111.0,1.952,0.9,6.71,1.76,-0.9454884557020538,-0.32565561584923663,0.3338512797968693,0.9426257597678903
,5.136,49.0,141.0,17.054,0.44,13.71,1.466,-0.08526215550493128,-0.9963585523488283,-0.3829349641173482,0.9237753045283498
,5.2519,99.0,77.0,3.985,0.71,8.69,1.853,0.3762808608506576,-0.9265056469107396,0.7562030392725487,0.6543370411301505
31.144,5.0,174.0,117.0,0.735,0.7,3.75,3.886,-0.9484797122468692,0.3168378693529171,-0.48211916921851444,0.876105648122445
35.0,5.3,127.0,42.0,1.352,0.77,7.59,1.885,0.8024364486311516,-0.5967375854663632,0.07016736215644176,0.9975352331060827
5.281,5.7,205.0,48.0,4.056,0.58,8.47,3.535,-0.07489518657691718,-0.9971914114289236,-0.2646305301273598,0.9643498755765526
43.872,5.2519,324.0,66.0,2.575,0.45,9.52,4.988,0.37170001703484534,-0.9283528948284137,0.7722314924103396,0.6353412643058056
,5.1,122.0,88.0,2.753,1.25,8.26,1.846,0.36943051562597223,-0.9292583570376585,0.7703574677126548,0.6376122426203452
,5.136,51.0,63.0,12.862,0.89,11.07,1.849,-0.5593969055732699,0.8288999348745603,0.1215523226650571,0.9925850255039765
,5.2,95.0,98.0,2.403,0.54,6.76,1.814,0.594384964175839,-0.8041806478408234,0.63348351310771,0.7737561880984951
,5.7,61.0,56.0,27.237,0.78,13.12,1.771,-0.6138003057431259,-0.7894613256326399,-0.8365358335982799,0.5479122184310466
122.899,5.2519,101.0,92.0,2.49,0.63,9.53,6.742,0.7892813160485761,-0.6140317615047513,0.07058520256978923,0.9975057539574305
,5.3,96.0,58.0,0.639,0.7,4.99,1.84,0.5381030739463951,0.8428790434038803,0.5724693332516407,0.8199261323353597
26.785,5.2519,131.0,77.0,1.896,0.62,8.65,5.363,0.8566977134767516,-0.5158187934960354,0.35694506334268944,0.9341253779634099
19.682,5.2,162.0,48.0,0.659,0.67,6.1,4.166,0.537777920504929,0.8430865366125794,0.5721115185021427,0.8201758411445513
,5.7,138.0,25.0,5.119,0.64,7.57,1.732,0.11280956191828632,0.9936166276486139,0.8843711998705417,0.46678429797877563
,5.136,36.0,114.0,5.57,0.68,8.19,1.83,-0.45436834813712274,0.890813899875357,-0.8221301306624409,0.5692996120295163
106.473,5.2519,112.0,46.0,3.779,0.75,7.65,7.098,0.564671747850403,-0.8253155864150216,-0.10321092390725789,0.9946594920806869
35.0,5.3,96.0,53.0,1.925,0.43,8.21,1.811,0.598681146489552,-0.8009874436206573,0.6401110403916881,0.7682824063901702
,5.2519,71.0,38.0,2.635,0.65,8.3,1.778,0.7205014910412737,-0.6934533880566893,-0.0930483342981547,0.9956615928538867
52.408,5.4,110.0,48.0,0.132,1.08,6.64,4.319,-0.9421891116687573,0.33508159879772265,-0.3980879292483766,0.9173472628109486
13.724,5.1,78.0,90.0,2.051,0.87,4.67,4.028,0.5985637091634748,-0.8010752062524862,0.6372128323304332,0.7706878786599846
11.0,6.0,300.0,55.0,2.2,0.42,3.12,1.733,0.5954876027058755,-0.8033644969897595,0.6369733730544086,0.7708858034882269
,5.2519,178.0,60.0,2.279,0.49,7.34,1.799,0.5935607626566272,-0.8047891780053228,0.6372061067856761,0.7706934393616189
,5.2519,198.0,50.0,0.185,0.49,5.04,1.756,0.8601319370221565,-0.5100716135157033,0.39263088320671685,0.9196961397941786
,5.4,171.0,46.0,2.214,0.57,6.81,1.784,0.6006811916783864,-0.7994886528049249,0.6321090987775787,0.7748794017410692
9.114,5.3,188.0,48.0,2.431,0.51,7.89,4.012,0.5946361724065661,-0.8039949144526156,0.632656670788805,0.7744323966018116
108.623,5.4,122.0,30.0,1.702,0.71,9.23,4.706,0.5747667615360074,-0.818317279442033,0.23766554853330657,0.9713470476819098
,5.0,61.0,83.0,2.397,0.67,3.81,1.851,0.593629586968541,-0.804738413073192,0.6343447132322066,0.7730503119424695
,5.136,49.0,147.0,2.149,0.97,5.01,1.909,0.5974670073928996,-0.8018934935993512,0.6361011145600447,0.7716057102273601
,5.6,24.0,143.0,28.54581000000003,0.93,11.93,1.915,-0.7827678455649103,-0.6223138275417547,-0.8232344726019393,0.5677015088229085
27.718,5.4837,109.0,113.0,1.94,0.83,7.87,3.528,0.3489188269756904,-0.9371529502604729,0.7831554464743039,0.6218259777925281
,5.367800000000001,88.0,97.0,2.439,0.64,6.83,1.86,0.593594473066145,-0.8047643142842044,0.6334362458499825,0.7737948839605239
,5.2519,80.0,95.0,2.331,0.58,7.52,1.852,0.5949883275328913,-0.8037343405003999,0.6344863714483581,0.7729340492217277
,5.7,87.0,96.0,2.172,0.67,4.28,1.681,0.5955282638742296,-0.8033343556246962,0.6375853516834374,0.7703797241092911
,5.136,56.0,135.0,2.274,1.25,7.35,1.9,0.5968916312066619,-0.8023218684514654,0.6339412079051617,0.7733812416394288
,5.4,95.0,95.0,2.201,0.69,5.51,1.83,0.5964350316544305,-0.8026613563735198,0.6359691280663013,0.7717144991164727
,6.4,127.0,83.0,2.151,0.64,5.97,1.781,0.5974894002506799,-0.8018768088603654,0.6360391640332663,0.7716567772111276
,5.367800000000001,68.0,98.0,2.363,1.08,7.36,1.835,0.5953571962552174,-0.8034611433461649,0.6334511015285496,0.7737827227150185
,5.6,82.0,98.0,2.225,0.66,7.15,1.734,0.5963313594626871,-0.802738381866336,0.6355380222157077,0.7720695709054636
,5.9,88.0,95.0,2.3,0.67,6.02,1.841,0.596188443650341,-0.8028445301911101,0.6340356895170214,0.7733037853383852
,5.7155000000000005,96.0,123.0,2.054,0.85,7.76,1.867,0.5986084487096036,-0.8010417748990885,0.6371173250472191,0.7707668351224488
20.53,5.4837,74.0,98.0,2.094,0.8,7.45,3.723,0.5970498552855058,-0.8022041325644966,0.6377991131669177,0.7702027598259391
18.0,6.8,117.0,46.0,2.201,0.73,7.11,1.831,0.5965302892211023,-0.802590564386218,0.635876187638473,0.7717910818313214
132.652,5.4,103.0,50.0,4.923,0.78,8.62,5.589,0.9978576674047639,-0.06542228673413736,0.21642087036043747,0.9763001622822925
13.902,5.1,81.0,126.0,2.195,1.02,7.16,4.776,0.597168858093735,-0.8021155496080503,0.6353776541521048,0.7722015518011915
28.922,5.1,62.0,98.0,2.148,0.86,5.31,4.905,0.5975789670222811,-0.801810063651351,0.636025695984935,0.771667878071181
16.186,5.6,102.0,89.0,2.214,0.6,6.41,3.368,0.5960006627893539,-0.8029839412806777,0.636107848065909,0.7716001591685673
,5.136,34.0,75.0,2.72,1.23,10.05,1.868,-0.13493394038771228,-0.9908545966646395,-0.3002363599751258,0.9538648374632994
12.152,5.4,118.0,68.0,2.21,0.8,7.05,2.974,0.5970946578851357,-0.8021707857588886,0.6351269399287668,0.772407774544457
30.032,5.2,93.0,87.0,2.093,0.85,7.84,4.307,0.5977482838248943,-0.801683846154077,0.6370783122159315,0.7707990815407736
496.098,5.6,85.0,34.0,3.379,0.86,11.09,5.783,-0.03844013031882823,-0.9992609050598705,-0.3175628460151992,0.9482372270854624
,5.136,57.0,51.0,9.707,0.72,9.41,0.926,-0.27934305331065984,0.960191365597024,-0.30116185182727756,0.9535730381066596
,5.6,77.0,54.0,0.684,0.46,5.22,2.437,-0.927924761922305,-0.3727675364237524,0.4683816944242655,0.8835262239052409
20.156,5.1,83.0,117.0,1.481,1.12,9.08,5.183,0.33378876175479943,-0.9426478995500907,0.7887440988925227,0.6147216821149407
23.0,5.6,155.0,26.0,16.536,0.7,10.46,1.791,-0.4278075181892723,0.9038698619716975,-0.8480878637626273,0.5298556174454917
,5.136,64.0,143.0,8.772,1.0,12.2,1.893,-0.9623196232084674,-0.27192083919389703,-0.5790065648707421,0.8153228795002524
,5.2519,77.0,40.0,8.584,0.57,11.01,1.758,-0.9613909999567645,-0.2751860192708424,-0.5770454141425508,0.8167120606536015
71.01,5.7,124.0,45.0,3.579,0.55,9.7,4.78,0.40900904903246904,-0.9125303270629176,0.7629482158015417,0.6464596043104659
114.629,5.9,136.0,18.0,2.592,0.75,7.3,2.255,0.8380550116958982,-0.5455857378738815,-0.0021746785338899797,0.9999976353838415
28.0,6.0,103.0,67.0,1.818,0.63,5.72,1.826,0.3389070558839628,-0.9408198592036972,0.7892073638812908,0.6141268083999786
35.0,5.136,42.0,56.0,1.011,0.63,5.4,1.866,0.6556084240288981,-0.755101049093659,-0.03721229795187943,0.9993073825811258
65.997,5.2,194.0,37.0,3.238,0.58,7.08,4.928,0.7993366111686284,-0.6008835012258641,0.03174046182227141,0.9994961446065257
65.0,6.0,136.0,30.0,2.06,0.91,7.65,1.831,0.5998240891801372,-0.8001319029005273,0.21460577456136992,0.976700753314399
,5.4,138.0,112.0,1.88,0.9,7.96,1.855,0.3352230160212856,-0.9421388058718274,0.7903154439870963,0.6127001705528397
,5.136,61.0,123.0,1.873,1.03,8.62,1.878,0.3343974275667538,-0.9424321516357226,0.7910911672509483,0.611698263114693
,5.136,82.0,157.0,2.191,0.78,9.03,1.924,0.33838155011918064,-0.9410089938671896,0.7832607084842775,0.6216933830633132
123.391,5.136,41.0,64.0,3.641,0.69,6.42,6.92,0.5167739178172044,-0.8561219059595762,-0.1012073623304566,0.9948653526031106
104.367,5.2519,41.0,150.0,0.891,0.91,11.44,6.374,0.3571651515393487,-0.934041248835336,0.7964148841382677,0.6047506364800533
,5.5,243.0,107.0,1.74,0.81,9.4,1.782,0.33716427091277124,-0.9414458319095472,0.7920489133769187,0.6104576306496973
35.0,5.4837,215.0,91.0,1.774,0.71,8.87,1.839,0.33798570890066504,-0.9411512421385391,0.7906596542193248,0.6122559196853696
20.0,5.9,293.0,57.0,1.896,0.78,8.36,1.748,0.33534633883025566,-0.9420949172101203,0.7898810840138414,0.613260037110783
17.499,5.2519,142.0,127.0,1.761,0.75,9.34,4.334,0.33719713336634427,-0.941434062082693,0.7915233536042675,0.6111389209492828
18.704,5.2519,102.0,67.0,5.795,0.68,10.61,3.785,-0.44998466379869617,0.8930362827712961,-0.8265553677883524,0.5628554201393654
68.205,5.3,116.0,113.0,1.393,0.68,9.9,6.287,0.37076816817249675,-0.9287254521493482,0.7853871598077111,0.6190048539463779
,5.2,96.0,99.0,2.425,0.88,4.3,1.866,0.5932306265479076,-0.8050325606617269,0.6340964226987088,0.7732539859067655
35.0,5.2519,57.0,123.0,2.118,1.09,12.27,1.932,0.32980763271021046,-0.9440481584146473,0.7889832940023439,0.614414649715655
24.772,5.5,119.0,66.0,0.611,0.76,4.76,3.404,-0.9481113375266447,0.3179385029426867,-0.46058867268315123,0.8876136967149465
,5.0,87.0,35.0,1.179,0.59,4.36,1.449,0.4758636945540708,0.8795190414114694,0.63168299106817,0.775226804745018
,5.2519,106.0,132.0,1.976,0.69,8.61,1.877,0.3318088146266682,-0.943346654489242,0.7906970533299249,0.6122076198932629
,5.136,136.0,131.0,1.782,0.73,9.09,1.881,0.3360746482782187,-0.941835352269531,0.7919167790835422,0.610629032233113
29.0,6.1,143.0,44.0,1.883,1.09,8.15,1.883,0.33543677190500604,-0.9420627219320107,0.7901047326606245,0.6129718683816436
35.0,5.9473,38.0,118.0,1.818,0.81,6.78,1.927,0.3385392129389041,-0.9409522842858224,0.7894088298479013,0.6138678191257197
22.0,5.9,139.0,76.0,1.661,0.68,7.69,1.883,0.3413394233657639,-0.9399401034408138,0.7907782526675615,0.6121027324788202
,5.2519,55.0,48.0,0.446,1.06,5.14,1.878,0.8167916164950636,-0.5769327995732093,0.08906813747238627,0.9960255352586098
26.7,5.3,162.0,35.0,0.12,0.84,8.08,4.072,0.8152551666005823,-0.5791019023721617,0.08387958975983988,0.9964758975618633
77.137,5.367800000000001,203.0,73.0,3.454,0.56,4.38,5.383,0.40999307842924904,-0.9120886336536091,0.7645885333442983,0.6445187155377374
188.331,5.136,96.0,94.0,2.472,0.71,9.96,6.24,-0.9973176718942793,-0.07319468100466452,0.3053978315583668,0.9522248497489695
241.798,5.136,69.0,38.0,3.527,0.73,7.4,4.409,0.17921261114622491,-0.9838103679094625,-0.33791671800332695,0.9411760152563706
28.0,6.2,122.0,46.0,2.473,0.96,6.97,1.873,0.9230357343789174,0.38471422258550914,0.5955226555279173,0.8033385131767166
114.908,5.5,97.0,29.0,3.787,0.97,7.85,5.628,0.840665862594777,-0.541554159311679,0.1681435734074522,0.98576251639113
,5.3,39.0,144.0,12.768,0.49,13.01,1.908,-0.99939562949717,-0.03476169935367619,-0.655653231472822,0.7550621431771336
148.845,5.2,104.0,18.0,3.78,0.88,7.0,4.724,0.7918059281722878,-0.6107727663470448,-0.1319467142594245,0.9912568106177843
,5.136,44.0,125.0,4.835,0.71,6.45,1.727,-0.8828549854706776,0.46964569052592137,-0.8664840603687305,0.49920474068954745
,5.136,80.0,58.0,1.487,0.71,5.54,1.82,0.9397284318990566,0.3419217370693768,0.6063687424571612,0.7951835940026183
,5.0,37.0,91.0,0.803,0.55,8.89,1.904,0.47826427015029144,-0.8782159688240753,-0.0673849310366064,0.9977270523891751
,5.367800000000001,57.0,67.0,5.788,0.84,5.36,1.865,-0.4492940508052346,0.8933839353329694,-0.8246981470762166,0.5655731307347043
,5.136,38.0,67.0,5.697,0.66,11.36,1.895,-0.45208135278095524,0.8919767095993827,-0.8252446211541884,0.5647754556069874
,5.2519,63.0,51.0,1.511,1.22,6.53,1.792,0.7975691894354866,-0.6032274762170743,0.12295543475161971,0.9924121931259411
35.0,5.136,55.0,51.0,1.905,1.43,6.49,1.876,0.7961086903342193,-0.605153660795615,0.10644108525564355,0.9943190108660303
8.0,5.9,288.0,27.0,18.465,0.55,9.41,1.682,0.9928790704489001,-0.11912661946235246,-0.710679153251847,0.7035162692740216
109.83,5.367800000000001,168.0,26.0,7.679,0.56,10.88,4.464,-0.44399254363777374,0.8960304800586081,-0.8624898219702535,0.5060744085583863
529.356,5.4,261.0,17.0,5.934,0.68,10.66,5.082,0.027974152613123325,-0.9996086468141308,-0.3976764134510852,0.9175257327098143
23.6,5.5680000000000005,,,,0.79,,0.3,-0.4964771116717158,-0.8680498128483818,0.8627855687964465,0.505570036964803
288.531,5.5,119.0,72.0,10.215,0.57,12.35,7.084,-0.02906436517669338,-0.9995775421031006,-0.46092790904415687,0.8874375824046339
38.481,5.136,54.0,88.0,1.297,0.8,6.26,0.841,0.6519118137276325,-0.7582947890644829,-0.04958191974425108,0.9987700602413323
,5.136,41.0,91.0,6.013,0.56,11.65,1.79,-0.4437673325957626,0.8961420392554084,-0.8263411517343929,0.5631698686455775
,5.4,93.0,74.0,1.744,0.82,7.78,1.864,-0.297056580517583,0.954859878710589,0.8843711998705417,0.46678429797877563
,5.4,195.0,171.0,3.066,0.51,10.35,1.902,-0.7695990774641304,-0.638527415203419,0.6994263739349802,0.7147046574943843
,5.2519,97.0,112.0,2.04,0.95,8.33,1.853,0.34463964637309413,-0.9387350606789057,0.7830414777619554,0.621969488081508
,5.5,42.0,75.0,16.855,0.62,12.6,1.859,-0.21263645247474577,0.9771313827111251,-0.7331425956042723,0.680074947715787
142.0,6.4,263.0,16.0,2.165,0.67,8.34,1.793,0.7661712002099293,-0.642636516211829,-0.11667247050894233,0.9931704459081231
25.472,5.136,87.0,62.0,3.558,0.42,8.68,4.448,0.42578876686846284,-0.904822593666092,-0.11510532381188626,0.993353292857159
31.0,5.6,97.0,97.0,2.876,1.04,8.11,1.824,0.38435171764567577,-0.9231867401251053,0.7687592393231899,0.6395382959254515
26.445,5.1,146.0,65.0,1.011,0.6,6.3,4.042,0.8500398136650625,-0.5267184401407129,0.021804415549899803,0.9997622554700328
,5.2519,67.0,40.0,1.004,0.52,4.94,1.482,0.9945594130242396,-0.1041708882792119,0.08621333513325947,0.9962766989371981
8.0,6.0,130.0,21.0,1.047,0.6,3.94,1.824,0.4732043548020803,0.8809526880578473,0.6319440892473787,0.775013979270891
,5.4837,80.0,55.0,2.044,0.55,10.28,1.854,0.4725061574876269,-0.8813273688796224,-0.10828217601541465,0.9941201991496635
,5.4,136.0,37.0,1.394,0.68,6.14,1.735,-0.8626761327061052,0.5057567498899431,0.2841793392494278,0.9587711422147408
,5.7,145.0,28.0,1.481,0.68,6.48,1.75,-0.8618673514681319,0.5071337776891889,0.28427639332980986,0.9587423700845786
,5.367800000000001,108.0,58.0,1.425,0.52,6.68,1.876,-0.8623475820195785,0.506316746498658,0.2836622262094368,0.9589242626098822
9.0,6.5,161.0,21.0,1.456,0.71,6.06,1.83,-0.8621371895437034,0.5066749119560632,0.284716446815977,0.958611780082263
